S/N,Date,Country,Rented_Bike_Count,Hour,Temperature,Humidity,Windspeed,Visibility,Dewpoint_Temp,Solar_Radiation,Rainfall,Snowfall,Open,Hit_Sales,Region,Latitude,Longitude
233,12/9/2018,JP,546,16,4.4,33,1.6,4,-10.5,0.4,0,low,Yes,N,South,37.30638816,128.1501086
234,12/9/2018,JP,481,17,3.5,37,1.8,4,-9.8,0.1,0,low,Yes,N,South,37.7974491,127.5536838
235,12/9/2018,JP,384,18,2.5,41,1,4,-9.4,0,0,low,Yes,N,South,37.7874133,128.4440243
236,12/9/2018,JP,275,19,1.5,48,0.4,4,-8.3,0,0,low,Yes,N,South,37.91281245,127.9224374
237,12/9/2018,JP,298,20,0.8,51,1.4,4,-8.2,0,0,low,Yes,N,South,37.8196794,127.7823012
238,12/9/2018,JP,321,21,-0.1,55,0.7,4,-8,0,0,low,Yes,N,South,37.13962522,128.0808703
239,12/9/2018,JP,289,22,-0.5,55,0.6,4,-8.4,0,0,low,Yes,N,South,37.0573683,127.9228793
240,12/9/2018,JP,265,23,-0.1,54,1.3,4,-8.3,0,0,low,Yes,N,South,37.59788988,127.8049352
241,12/10/2018,JP,326,0,-0.2,55,1,4,-8.1,0,0,low,Yes,N,South,37.53582771,128.1219728
242,12/10/2018,JP,280,1,-0.2,54,0.5,4,-8.4,0,0,low,Yes,N,South,37.82762672,128.2431547
243,12/10/2018,JP,243,2,0.2,52,0.7,4,-8.5,0,0,low,Yes,N,South,37.94014445,127.8334389
244,12/10/2018,JP,169,3,0.3,53,0.5,4,-8.1,0,0,low,Yes,N,South,37.76949877,128.4189307
245,12/10/2018,JP,71,4,0.4,52,1.6,4,-8.3,0,0,low,Yes,N,South,37.2763358,127.9724495
246,12/10/2018,JP,13,5,0.3,74,1,1,-3.7,0,0,low,Yes,N,South,37.88699446,127.804184
247,12/10/2018,JP,9,6,-0.5,90,0.9,1,-1.9,0,2.5,medium,Yes,N,South,37.75347714,127.5484014
248,12/10/2018,JP,20,7,-0.4,92,1.1,1,-1.5,0,0,medium,Yes,N,South,37.36100135,127.7433342
249,12/10/2018,JP,35,8,-0.2,90,1.2,2,-1.6,0,0,medium,Yes,N,South,37.63192731,128.0402762
250,12/10/2018,JP,31,9,0.2,90,1,2,-1.2,0,1.6,medium,Yes,N,South,37.39550086,128.1978953
251,12/10/2018,JP,19,10,0.5,91,0.4,1,-0.8,0,0,medium,Yes,N,South,37.84565032,127.619254
252,12/10/2018,JP,58,11,0.9,92,0.9,1,-0.2,0.03,0,medium,Yes,N,South,37.80258894,127.7780909
253,12/10/2018,JP,119,12,2.3,88,0.3,2,0.5,0.28,0,medium,Yes,N,South,37.04983282,128.1994614
254,12/10/2018,JP,182,13,3.3,87,1.1,2,1.3,0.54,0,low,Yes,N,South,37.14002439,127.9537547
255,12/10/2018,JP,235,14,4.2,85,0.7,2,1.8,0.65,0,low,Yes,N,South,37.27714092,128.3301348
256,12/10/2018,JP,180,15,-6.7,63,4.5,3,0.1,0.35,0,low,Yes,N,South,37.96287771,127.6028948
257,12/10/2018,JP,214,16,5.4,71,3.5,2,0.5,0.2,0,low,Yes,N,South,37.86846325,128.2259305
258,12/10/2018,JP,226,17,3.6,65,4.3,3,-2.3,0.03,0,low,Yes,N,South,37.77610119,127.7851161
259,12/10/2018,JP,210,18,2,,3,5,-4.7,0,0,low,Yes,N,South,37.46595515,128.2909302
260,12/10/2018,JP,181,19,1.6,53,4,5,-6.9,0,0,low,Yes,N,South,37.01451671,127.8832916
261,12/10/2018,JP,165,20,0.6,57,3.9,4,-6.9,0,0,low,Yes,N,South,37.22547131,128.26788
262,12/10/2018,JP,167,21,0,59,3,4,-7,0,0,low,Yes,N,South,37.25167299,128.425213
263,12/10/2018,JP,152,22,-1,56,4.7,5,-8.6,0,0,low,Yes,N,South,37.85588999,128.1470677
264,12/10/2018,JP,148,23,-1.4,43,4.3,5,-12.3,0,0,low,Yes,N,South,37.63462524,127.8436799
265,12/11/2018,JP,125,0,-2.5,39,3.4,5,-14.5,0,0,low,Yes,N,South,37.61620524,127.7152386
266,12/11/2018,JP,111,1,-3.4,36,3.8,5,-16.3,0,0,low,Yes,N,South,37.70407908,127.75147
267,12/11/2018,JP,67,2,-4.2,35,3.4,5,-17.4,0,0,low,Yes,N,South,37.03308936,128.4511056
268,12/11/2018,JP,45,3,-4.7,38,2.4,5,-16.8,0,0,low,Yes,N,South,37.67791334,128.2696898
269,12/11/2018,JP,44,4,-5.2,35,3.2,5,-18.3,0,0,low,Yes,N,South,37.93893619,127.573813
270,12/11/2018,JP,86,5,-5.6,38,3.2,4,-17.6,0,0,low,Yes,N,South,37.3215406,128.2805915
271,12/11/2018,JP,136,6,-5.9,39,2.9,4,-17.6,0,0,low,Yes,N,South,37.93521638,127.6290156
272,12/11/2018,JP,325,7,-6,39,3.1,4,-17.7,0,0,low,Yes,N,South,37.23888226,128.2702921
273,12/11/2018,JP,653,8,-6,38,3.6,4,-18,0.01,0,low,Yes,N,South,37.01798831,128.4060428
274,12/11/2018,JP,326,9,-5.9,36,5.1,4,-18.6,0.1,0,low,Yes,N,South,37.65083298,128.34986
275,12/11/2018,JP,212,10,-5.3,32,4.5,5,-19.4,0.62,0,low,Yes,N,South,37.41579148,128.0875653
276,12/11/2018,JP,226,11,-4.7,36,3.8,5,-17.5,1,0,low,Yes,N,South,37.63604276,127.7971986
277,12/11/2018,JP,247,12,-5.2,33,4.6,4,-19,1.26,0,low,Yes,N,South,37.41359469,128.216278
278,12/11/2018,JP,241,13,-5.4,32,5.1,4,-19.5,1.24,0,low,Yes,N,South,37.23639428,128.1060509
279,12/11/2018,JP,253,14,-5.4,31,4.1,4,-19.9,1.13,0,low,Yes,N,South,37.16880099,127.9985577
280,12/11/2018,JP,269,15,-5.5,33,4.5,5,-19.2,0.92,0,low,Yes,N,South,37.35399885,127.5330178
281,12/11/2018,JP,277,16,-6,40,4,5,-17.4,0.55,0,low,Yes,N,South,37.6137429,127.7802382
282,12/11/2018,JP,361,17,-7.1,44,4.2,5,-17.3,0.18,0,low,Yes,N,South,37.79421149,128.2524981
283,12/11/2018,JP,557,18,-7.9,43,3.3,5,-18.3,0,0,low,Yes,N,South,37.52857123,128.2455612
284,12/11/2018,JP,371,19,-8.6,45,3.9,5,-18.4,0,0,low,Yes,N,South,37.37244128,127.7704938
285,12/11/2018,JP,254,20,-9.3,49,3.8,5,-18,0,0,low,Yes,N,South,37.96972949,127.6651311
286,12/11/2018,JP,266,21,-9.7,51,2.5,5,-17.9,0,0,low,Yes,N,South,37.83668024,127.7507776
287,12/11/2018,JP,222,22,-10.2,50,3,5,-18.6,0,0,low,Yes,N,South,37.19541056,127.792358
288,12/11/2018,JP,174,23,-10.7,53,1.2,5,-18.4,0,0,low,Yes,N,South,37.78628133,127.6682334
289,12/12/2018,JP,133,0,-11,51,1.1,5,-19.1,0,0,low,Yes,N,South,37.77435522,127.5382783
290,12/12/2018,JP,127,1,-11.2,51,1.1,5,-19.3,0,0,low,Yes,N,South,37.03705763,128.2115721
291,12/12/2018,JP,95,2,-11.5,50,0.7,5,-19.8,0,0,low,Yes,N,South,37.45597647,128.258962
292,12/12/2018,JP,54,3,-11.6,50,2.2,4,-19.9,0,0,low,Yes,N,South,37.8921492,128.4900835
293,12/12/2018,JP,46,4,-11.6,47,2.1,4,-20.6,0,0,low,Yes,N,South,37.72080817,127.5887849
294,12/12/2018,JP,65,5,-11.6,45,2.8,4,-21.1,0,0,low,Yes,N,South,37.12563619,127.6976095
295,12/12/2018,JP,104,6,-11.8,47,2.5,4,-20.8,0,0,low,Yes,N,South,37.52868868,128.0080254
296,12/12/2018,JP,280,7,-12.1,50,2.3,4,-20.4,0,0,low,Yes,N,South,37.42081803,127.7339366
297,12/12/2018,JP,580,8,-12.3,52,1.3,4,-20.1,0,0,low,Yes,N,South,37.00581246,127.8380532
298,12/12/2018,JP,275,9,-11.8,46,2.9,4,-21.1,0.1,0,low,Yes,N,South,37.37036234,128.0025668
299,12/12/2018,JP,184,10,-10.5,45,3.3,4,-20.1,0.6,0,low,Yes,N,South,37.94714729,128.3786824
300,12/12/2018,JP,201,11,-9.4,42,3.1,4,-19.9,0.93,0,low,Yes,N,South,37.67129716,127.6564526
301,12/12/2018,JP,228,12,-8.3,35,2.9,4,-21,1.14,0,low,Yes,N,South,37.65060589,127.9977232
302,12/12/2018,JP,225,13,-6.9,37,2.4,4,-19.1,1.22,0,low,Yes,N,South,37.17632253,128.1070862
303,12/12/2018,JP,258,14,-5.4,32,2,4,-19.5,1.12,0,low,Yes,N,South,37.82083605,127.8749491
304,12/12/2018,JP,250,15,-5.8,30,2.8,5,-20.6,0.92,0,low,Yes,N,South,37.57596289,127.9146761
305,12/12/2018,JP,248,16,-6,29,2.8,4,-21.2,0.58,0,low,Yes,N,South,37.72468831,128.0218517
306,12/12/2018,JP,305,17,-7,32,2.6,5,-20.9,0.19,0,low,Yes,N,South,37.83973461,128.1447238
307,12/12/2018,JP,529,18,-7.7,36,1,5,-20.2,0,0,low,Yes,N,South,37.77103522,127.6716985
308,12/12/2018,JP,350,19,-8.2,43,1.1,5,-18.5,0,0,low,Yes,N,South,37.26522546,128.1543803
309,12/12/2018,JP,260,20,-8.4,42,1,5,-19,0,0,low,Yes,N,South,37.77267975,127.8710222
310,12/12/2018,JP,270,21,-8.8,43,1.4,4,-19.1,0,0,low,Yes,N,South,37.71558201,127.5203242
311,12/12/2018,JP,256,22,-9,45,1.3,4,-18.7,0,0,low,Yes,N,South,37.83579895,127.9698936
312,12/12/2018,JP,173,23,-9.3,47,2.1,5,-18.5,0,0,low,Yes,N,South,37.80190782,127.9754432
313,12/13/2018,JP,168,0,-9.5,48,1.3,4,-18.4,0,0,low,Yes,N,South,37.36076,128.2848546
314,12/13/2018,JP,183,1,-10.2,52,1.6,4,-18.2,0,0,low,Yes,N,South,37.89424384,128.0502514
315,12/13/2018,JP,120,2,-10.4,53,1.8,4,-18.1,0,0,low,Yes,N,South,37.62623034,128.3130569
316,12/13/2018,JP,,3,-10.9,55,1.8,4,-18.1,0,0,low,Yes,N,South,37.09823396,127.9547033
317,12/13/2018,JP,41,4,-11.4,58,1.3,4,-18,0,0,low,Yes,N,South,37.80705305,128.0847413
318,12/13/2018,JP,68,5,-11.5,58,1.1,4,-18.1,0,0,low,Yes,N,South,37.19696917,127.5163698
319,12/13/2018,JP,109,6,-11.9,57,1.1,4,-18.7,0,0,low,Yes,N,South,37.96440376,128.2353556
320,12/13/2018,JP,310,7,-11.7,53,1.6,4,-19.3,0,0,low,Yes,N,South,37.07398878,128.3383201
321,12/13/2018,JP,591,8,-11.4,47,3.3,5,-20.4,0,0,low,Yes,N,South,37.9193887,127.6219579
322,12/13/2018,JP,340,9,-11.1,46,3.4,4,-20.4,0.1,0,low,Yes,N,South,37.4288147,128.3535965
323,12/13/2018,JP,202,10,-9.5,39,2.1,4,-20.9,0.6,0,low,Yes,N,South,37.31282179,128.3500546
324,12/13/2018,JP,251,11,-8.1,35,1.8,4,-20.9,0.96,0,low,Yes,N,South,37.98009421,128.1452844
325,12/13/2018,JP,267,12,-6.5,30,2.9,4,-21.2,1.17,0,low,Yes,N,South,37.51971831,128.4094394
326,12/13/2018,JP,251,13,-5.8,28,2.9,4,-21.4,1.23,0,low,Yes,N,South,37.5871761,127.8467885
327,12/13/2018,JP,240,14,-4.7,27,2.9,4,-20.8,1.12,0,low,Yes,N,South,37.00940283,127.6447186
328,12/13/2018,JP,240,15,-4.9,26,3.1,4,-21.5,0.89,0,low,Yes,N,South,37.63480189,127.7500479
329,12/13/2018,JP,278,16,-44.5,26,2.2,5,-21.1,0.56,0,low,Yes,N,South,37.55216266,127.6717856
330,12/13/2018,JP,392,17,-5.6,29,1.7,5,-20.8,0.18,0,low,Yes,N,South,37.80923703,127.5512604
331,12/13/2018,JP,537,18,-6.6,33,1.1,5,-20.2,0,0,low,Yes,N,South,37.05197744,128.3216294
332,12/13/2018,JP,373,19,-6.6,31,1.6,5,-20.9,0,0,low,Yes,N,South,37.15852968,128.4814953
333,12/13/2018,JP,263,20,-7.6,35,0.8,5,-20.4,0,0,low,Yes,N,South,37.67081827,128.4861261
334,12/13/2018,JP,271,21,-8.3,39,1,5,-19.8,0,0,low,Yes,N,South,37.05334868,128.3602384
335,12/13/2018,JP,271,22,-8.9,39,0.1,5,-20.3,0,0,low,Yes,N,South,37.50261356,128.3382451
336,12/13/2018,JP,174,23,-9.2,44,0.4,4,-19.2,0,0,low,Yes,N,South,37.96748062,127.7664742
337,12/14/2018,JP,171,0,-9.5,50,0.6,4,-18,0,0,low,Yes,N,South,37.0970398,127.708018
338,12/14/2018,JP,170,1,-9.8,48,0.8,5,-18.7,0,0,low,Yes,N,South,37.25069631,127.5085549
339,12/14/2018,JP,107,2,-10.6,44,0.8,4,-20.5,0,0,low,Yes,N,South,37.91664393,127.7499964
340,12/14/2018,JP,80,3,-10.7,48,0.4,4,-19.6,0,0,low,Yes,N,South,37.60755825,128.1328902
341,12/14/2018,JP,52,4,-11,50,0.8,4,-19.4,0,0,low,Yes,N,South,37.46078001,127.6980214
342,12/14/2018,JP,62,5,-10.8,48,0.8,4,-19.6,0,0,low,Yes,N,South,37.54702996,127.5037692
343,12/14/2018,JP,108,6,-11,55,0.8,4,-18.2,0,0,low,Yes,N,South,37.76765421,128.4328595
344,12/14/2018,JP,279,7,-10.9,57,1.1,4,-17.7,0,0,low,Yes,N,South,37.59898397,127.6188001
345,12/14/2018,JP,621,8,-10.4,54,1.1,4,-17.9,0.01,0,low,Yes,N,South,37.826527,128.3670191
346,12/14/2018,JP,305,9,-9.4,44,0.5,4,-19.4,0.13,0,low,Yes,N,South,37.41147322,128.0319774
347,12/14/2018,JP,189,10,-7.7,43,0.9,4,-18.1,0.35,0,low,Yes,N,South,37.71467513,127.5594467
348,12/14/2018,JP,247,11,-6.1,38,1,4,-18.1,0.52,0,low,Yes,N,South,37.60544085,128.1723329
349,12/14/2018,JP,278,12,-4.9,34,1.3,4,-18.3,0.6,0,low,Yes,N,South,37.37275272,128.0196034
350,12/14/2018,JP,282,13,-3.8,32,0.9,4,-18.1,0.52,0,low,Yes,N,South,37.92845357,127.8100598
351,12/14/2018,JP,294,14,-2.7,28,0.7,4,-18.7,0.65,0,low,Yes,N,South,37.44323706,127.9561994
352,12/14/2018,JP,301,15,-2.5,29,1.1,4,-18.1,0.48,0,low,Yes,N,South,37.39225805,128.1588893
353,12/14/2018,JP,335,16,-2.4,28,0.9,4,-18.4,0.35,0,low,Yes,N,South,37.710079,127.9116391
354,12/14/2018,JP,382,17,-2.9,31,0.6,4,-17.7,0.09,0,low,Yes,N,South,37.09942674,127.8904949
355,12/14/2018,JP,612,18,-3.5,35,1.1,4,-16.7,0,0,low,Yes,N,South,37.79328713,127.739606
356,12/14/2018,JP,410,19,-4.2,40,0.9,4,-15.8,0,0,low,Yes,N,South,37.63891199,128.4378318
357,12/14/2018,JP,277,20,-4.8,43,1.1,4,-15.4,0,0,low,Yes,N,South,37.48727137,127.6126308
358,12/14/2018,JP,316,21,-4.8,45,0.8,4,-14.9,0,0,low,Yes,N,South,37.44484332,127.5299272
359,12/14/2018,JP,309,22,-4.9,44,1.1,4,-15.3,0,0,low,Yes,N,South,37.87752956,128.1157152
360,12/14/2018,JP,211,23,-5.6,53,1.2,4,-13.6,0,0,low,Yes,N,South,37.67203752,128.4026298
361,12/15/2018,JP,227,0,-5.7,53,0.6,4,-13.7,0,0,low,Yes,N,South,37.68891731,128.0285586
362,12/15/2018,JP,241,1,-6.3,57,0.4,3,-13.4,0,0,low,Yes,N,South,37.37106399,128.2768048
363,12/15/2018,JP,162,2,-6.8,58,0.4,3,-13.6,0,0,low,Yes,N,South,37.92342681,127.6653556
364,12/15/2018,JP,110,3,-6.9,56,0.5,3,-14.2,0,0,low,Yes,N,South,37.54414019,127.6950142
365,12/15/2018,JP,69,4,-7.1,59,0.8,3,-13.7,0,0,low,Yes,N,South,37.92063249,127.9901158
366,12/15/2018,JP,68,5,-7.5,64,0.9,3,-13.1,0,0,low,Yes,N,South,37.14027709,128.2691515
367,12/15/2018,JP,129,6,-7.4,64,0.7,3,-13,0,0,low,Yes,N,South,37.72719285,128.2265851
368,12/15/2018,JP,285,7,-7,63,0.6,3,-12.8,0,0,low,Yes,N,South,37.14446351,127.689284
369,12/15/2018,JP,658,8,-6.6,64,1.1,3,-12.2,0,0,low,Yes,N,South,37.33227377,128.2388124
370,12/15/2018,JP,330,9,-5.9,60,0.6,2,-12.4,0.09,0,low,Yes,N,South,37.25643325,127.8433732
371,12/15/2018,JP,221,10,-4.6,52,0.8,2,-12.9,0.34,0,low,Yes,N,South,37.19387591,128.0308345
372,12/15/2018,JP,279,11,-2.9,46,1,3,-12.9,0.42,0,low,Yes,N,South,37.33114121,128.3797127
373,12/15/2018,JP,309,12,-2.5,43,0.7,3,-13.3,0.34,0,low,Yes,N,South,37.87757426,128.1831866
374,12/15/2018,JP,325,13,-1.6,40,0.3,3,-13.4,0.32,0,low,Yes,N,South,37.81446978,127.6355533
375,12/15/2018,JP,329,14,-0.7,39,0.8,3,-12.9,0.35,0,low,Yes,N,South,37.36613071,128.2186911
376,12/15/2018,JP,342,15,0.1,35,1.5,3,-13.5,0.42,0,low,Yes,N,South,37.2547314,128.4463639
377,12/15/2018,JP,354,16,0,37,0.6,3,-12.9,0.13,0,low,Yes,N,South,37.19972884,127.7542972
378,12/15/2018,JP,464,17,-0.2,39,0.8,3,-12.5,0,0,low,Yes,N,South,37.85385016,128.3146
379,12/15/2018,JP,682,18,0.1,43,0.9,4,-11,0,0,low,Yes,N,South,37.60042634,128.3399148
380,12/15/2018,JP,451,19,0.6,41,1.2,4,-11.1,0,0,low,Yes,N,South,37.6914013,127.7937758
381,12/15/2018,JP,320,20,0.9,42,1.2,3,-10.5,0,0,low,Yes,N,South,37.60984835,127.5256803
382,12/15/2018,JP,300,21,0.7,47,2.7,4,-9.3,0,0,low,Yes,N,South,37.22317008,127.6756455
383,12/15/2018,JP,296,22,-0.1,49,2,3,-9.5,0,0,low,Yes,N,South,37.98773437,127.8024226
384,12/15/2018,JP,247,23,-1.3,60,2.5,3,-8,0,0,low,Yes,N,South,37.35395134,128.0087081
385,12/16/2018,JP,217,0,-2.6,73,3.4,3,-6.7,0,0,low,Yes,N,South,37.60301199,128.1941079
386,12/16/2018,JP,302,1,-3.4,76,2.9,2,-7,0,0,low,Yes,N,South,37.26632919,128.3634443
387,12/16/2018,JP,228,2,-4.1,73,2.1,2,-8.2,0,0,low,Yes,N,South,37.06182383,127.5085457
388,12/16/2018,JP,129,3,-4.5,71,1.6,2,-8.9,0,0,low,Yes,N,South,37.09639902,127.9085887
389,12/16/2018,JP,80,4,-5,70,2.7,3,-9.6,0,0,low,Yes,N,South,37.68939524,128.002635
390,12/16/2018,JP,45,5,-5.6,72,2,2,-9.8,0,0,low,Yes,N,South,37.83310306,127.5779277
391,12/16/2018,JP,66,6,-6.1,69,2.9,3,-10.8,0,0,low,Yes,N,South,37.10925268,128.4935306
392,12/16/2018,JP,90,7,-6.7,64,2.1,3,-12.3,0,0,low,Yes,N,South,37.59120776,128.0607222
393,12/16/2018,JP,190,8,-7.3,62,2.6,3,-13.3,0,0,low,Yes,N,South,37.72210371,128.0695384
394,12/16/2018,JP,195,9,-7.2,47,2.8,4,-16.6,0.18,0,low,Yes,N,South,37.72291648,128.2280511
395,12/16/2018,JP,201,10,-6.2,42,2.3,4,-17,0.52,0,low,Yes,N,South,37.61655232,127.6264485
396,12/16/2018,JP,239,11,-5.2,30,4,4,-20.1,0.86,0,low,Yes,N,South,37.36495047,128.2952723
397,12/16/2018,JP,252,12,-4.1,28,3.8,4,-19.9,1.08,0,low,Yes,N,South,37.8095247,127.7114448
398,12/16/2018,JP,296,13,-3.7,23,4,4,-21.8,1.12,0,low,Yes,N,South,37.23139498,127.7341848
399,12/16/2018,JP,292,14,-3.4,22,4.3,4,-22.1,1.07,0,low,Yes,N,South,37.28768468,128.3265928
400,12/16/2018,JP,291,15,-3.3,,5,5,-22,0.86,0,low,Yes,N,South,37.6177481,128.2485918
401,12/16/2018,JP,258,16,-3.3,24,3.5,5,-21,0.54,0,low,Yes,N,South,37.9926734,127.6902612
402,12/16/2018,JP,277,17,-4.6,26,2.6,5,-21.2,0.17,0,low,Yes,N,South,37.4381067,127.8336981
403,12/16/2018,JP,212,18,-5.3,28,3.5,5,-21,0,0,low,Yes,N,South,37.73683794,127.7917507
404,12/16/2018,JP,173,19,-6,32,2.4,5,-20,0,0,low,Yes,N,South,37.03585827,127.9028604
405,12/16/2018,JP,143,20,-6.6,37,3.4,5,-18.9,0,0,low,Yes,N,South,37.50195953,128.1340651
406,12/16/2018,JP,159,21,-7.1,39,3.2,5,-18.7,0,0,low,Yes,N,South,37.73750245,128.4016315
407,12/16/2018,JP,155,22,-7.6,41,1.6,5,-18.6,0,0,low,Yes,N,South,37.09963453,128.1686029
408,12/16/2018,JP,142,23,-8,41,2.2,5,-18.9,0,0,low,Yes,N,South,37.48542873,127.801738
409,12/17/2018,JP,175,0,-8.1,41,2,5,-19,0,0,low,Yes,N,South,37.02685841,128.3534696
410,12/17/2018,JP,146,1,-8.4,40,1.6,5,-19.6,0,0,low,Yes,N,South,37.06253282,127.8803657
411,12/17/2018,JP,132,2,-8.7,40,2.8,5,-19.8,0,0,low,Yes,N,South,37.77444693,128.4035007
412,12/17/2018,JP,100,3,-9,40,3.1,5,-20.1,0,0,low,Yes,N,South,37.66757718,128.0951683
413,12/17/2018,JP,41,4,-9.5,40,1.9,5,-20.6,0,0,low,Yes,N,South,37.61039574,128.1971915
414,12/17/2018,JP,31,5,-9.7,41,3.1,5,-20.5,0,0,low,Yes,N,South,37.14602156,128.4602365
415,12/17/2018,JP,39,6,-9.9,42,2.3,5,-20.4,0,0,low,Yes,N,South,37.15442022,127.7282776
416,12/17/2018,JP,53,7,-10.2,42,2.3,5,-20.6,0,0,low,Yes,N,South,37.40344887,127.8169259
417,12/17/2018,JP,94,8,-10.7,43,0.9,5,-20.8,0,0,low,Yes,N,South,37.28146624,127.9928165
418,12/17/2018,JP,122,9,-10.5,38,1.1,4,-22.1,0.19,0,low,Yes,N,South,37.23376161,127.6129526
419,12/17/2018,JP,142,10,-8.5,31,1.5,4,-22.6,0.58,0,low,Yes,N,South,37.28644993,128.4392871
420,12/17/2018,JP,189,11,-7.2,29,1.8,4,-22.2,0.88,0,low,Yes,N,South,37.18363337,127.6633665
421,12/17/2018,JP,216,12,-4.9,25,2.6,4,-21.9,1.08,0,low,Yes,N,South,37.97608036,128.1958744
422,12/17/2018,JP,223,13,-4.5,25,3.2,4,-21.6,1.14,0,low,Yes,N,South,37.02538335,127.9060785
423,12/17/2018,JP,268,14,-3.2,26,3.1,4,-20,1.07,0,low,Yes,N,South,37.30244456,128.1797686
424,12/17/2018,JP,278,15,-2.5,28,2,5,-18.5,0.85,0,low,Yes,N,South,37.27815605,128.4026127
425,12/17/2018,JP,256,16,-2.7,31,2.3,5,-17.5,0.54,0,low,Yes,N,South,37.80320205,127.8180949
426,12/17/2018,JP,266,17,-3.8,35,2.4,5,-17,0.17,0,low,Yes,N,South,37.8225886,127.8653085
427,12/17/2018,JP,204,18,-4.7,37,1.8,5,-17.2,0.01,0,low,Yes,N,South,37.24120853,128.1996044
428,12/17/2018,JP,157,19,-5.6,39,1.1,5,-17.3,0,0,low,Yes,N,South,37.9567487,127.5859843
429,12/17/2018,JP,166,20,-6,42,0.8,5,-16.8,0,0,low,Yes,N,South,37.69512406,128.2161495
430,12/17/2018,JP,168,21,-6.5,45,0.7,5,-16.4,0,0,low,Yes,N,South,37.16611737,127.52313
431,12/17/2018,JP,172,22,-6.6,50,0.6,4,-15.3,0,0,low,Yes,N,South,37.93212703,128.1371495
432,12/17/2018,JP,138,23,-6.9,53,0.7,5,-14.8,0,0,low,Yes,N,South,37.2115767,127.617351
433,12/18/2018,JP,151,0,-5.9,50,0.6,5,-14.6,0,0,low,Yes,N,South,37.87581679,128.1578271
434,12/18/2018,JP,97,1,-5.3,48,0.4,4,-14.6,0,0,low,Yes,N,South,37.79190888,127.7967962
435,12/18/2018,JP,38,2,-5,65,0.4,3,-10.5,0,0,low,Yes,N,South,37.60757694,127.8409887
436,12/18/2018,JP,32,3,-5.3,76,1,3,-8.8,0,0.3,low,Yes,N,South,37.79262326,128.113232
437,12/18/2018,JP,29,4,-5.4,81,0.7,2,-8.1,0,0,low,Yes,N,South,37.75887531,127.9536014
438,12/18/2018,JP,27,5,-5.3,81,0.9,3,-8,0,0,low,Yes,N,South,37.30192125,128.0357177
439,12/18/2018,JP,45,6,-5.2,85,0.9,2,-7.3,0,0.4,low,Yes,N,South,37.82056799,128.0143828
440,12/18/2018,JP,96,7,-5,85,0.7,1,-7.1,0,0,low,Yes,N,South,37.86447081,127.656025
441,12/18/2018,JP,146,8,-4.6,86,1.2,2,-6.5,0,0,low,Yes,N,South,37.19396073,127.7830442
442,12/18/2018,JP,52,9,-4.3,89,1,1,-5.8,0,1.6,medium,Yes,N,South,37.78619577,128.3747462
443,12/18/2018,JP,36,10,-3.7,87,1,2,-5.5,0.03,0,medium,Yes,N,South,37.79515501,127.6899745
444,12/18/2018,JP,44,11,-2.9,85,1.2,2,-5,0.06,0,medium,Yes,N,South,37.58083184,127.7143388
445,12/18/2018,JP,62,12,-1.8,83,1.2,2,-4.3,0.09,1.1,heavy,Yes,N,South,37.88852086,128.0322279
446,12/18/2018,JP,76,13,-0.9,84,1.2,2,-3.2,0.09,0,heavy,Yes,N,South,37.66489517,127.5678134
447,12/18/2018,JP,116,14,0.5,76,0.9,2,-3.2,0.17,0,medium,Yes,N,South,37.24127284,128.1841663
448,12/18/2018,JP,137,15,1.6,73,0.9,2,-2.7,0.6,0,medium,Yes,N,South,37.13735861,127.5069713
449,12/18/2018,JP,181,16,1.8,76,0.8,2,-1.9,0.47,0,medium,Yes,N,South,37.38447282,128.163064
450,12/18/2018,JP,175,17,0.4,84,0.8,2,-1.9,0.15,0,medium,Yes,N,South,37.64243499,127.7395403
451,12/18/2018,JP,281,18,0,88,0.6,2,-1.7,0,0,medium,Yes,N,South,37.53132684,127.5750334
452,12/18/2018,JP,198,19,1.3,65,1.1,3,-4.5,0,0,medium,Yes,N,South,37.8839591,128.336481
453,12/18/2018,JP,165,20,3.3,65,3.2,3,-2.6,0,0,medium,Yes,N,South,37.48029323,128.1935872
454,12/18/2018,JP,148,21,2.8,73,2.4,3,-1.5,0,0,medium,Yes,N,South,37.59004388,127.5181366
455,12/18/2018,JP,160,22,1.5,82,2.4,2,-1.2,0,0,medium,Yes,N,South,37.3418218,128.17359
456,12/18/2018,JP,128,23,0.1,81,2.9,2,-2.7,0,0,medium,Yes,N,South,37.86579631,128.3800203
457,12/19/2018,JP,122,0,-1,73,2.3,3,-5.2,0,0,medium,Yes,N,South,37.87530443,127.8198918
458,12/19/2018,JP,122,1,-2,72,0.8,3,-6.3,0,0,medium,Yes,N,South,37.07646372,128.218374
459,12/19/2018,JP,93,2,-2.7,72,0.9,3,-7,0,0,medium,Yes,N,South,37.76000646,128.4433811
460,12/19/2018,JP,55,3,-2.8,58,1.6,4,-9.9,0,0,medium,Yes,N,South,37.29125658,127.792413
461,12/19/2018,JP,39,4,-2.9,59,1.8,4,-9.8,0,0,medium,Yes,N,South,37.76812263,127.982562
462,12/19/2018,JP,55,5,-3.9,66,0.7,4,-9.3,0,0,medium,Yes,N,South,37.52758321,128.0391037
463,12/19/2018,JP,78,6,-4.3,70,1.6,3,-8.9,0,0,medium,Yes,N,South,37.59849951,128.0672776
